store_id,sku_uid,trailing_demand_rate,days_of_cover,protection_days,service_level,recommended_cover_days,recommended_reorder_point,textbook_reorder_point,expected_demand_over_lead,safety_stock
MUS01,14_1028_ROSE-GOLD_43,0.5535714285714286,32.516129032258064,5.931840648477659,0.95,4.05,3,7,3.28,-0.28
MUS01,14_1028_WHITE_38,0.75,30.666666666666668,5.931840648477659,0.95,3.21,3,8,4.45,-1.45
MUS01,14_1028_WHITE_43,0.4642857142857143,25.846153846153847,5.931840648477659,0.95,4.44,3,6,2.75,0.25
MUS01,16_1042_ANTIC-GOLD_37,0.4642857142857143,21.538461538461537,5.931840648477659,0.95,4.32,3,6,2.75,0.25
INS01,10_1000_WHITE_42,0.39285714285714285,20.363636363636363,5.931840648477659,0.95,6.5,3,5,2.33,0.67
INS01,10_1000_WHITE_43,0.39285714285714285,20.363636363636363,5.931840648477659,0.95,5.17,3,5,2.33,0.67
INS01,11_1007_BLACK_42,0.5535714285714286,21.677419354838708,5.931840648477659,0.95,4.15,3,7,3.28,-0.28
INS01,10_1000_BROWN_39,0.6607142857142857,31.783783783783786,5.931840648477659,0.95,3.13,3,8,3.92,-0.92
INS01,10_1000_BROWN_40,0.44642857142857145,24.639999999999997,5.931840648477659,0.95,4.66,3,6,2.65,0.35
INS01,10_1000_BROWN_41,0.875,25.142857142857142,5.931840648477659,0.95,3.39,3,9,5.19,-2.19
INS01,10_1000_BROWN_42,0.5178571428571429,25.103448275862068,5.931840648477659,0.95,4.29,3,6,3.07,-0.07
INS01,10_1000_WHITE_38,0.48214285714285715,24.88888888888889,5.931840648477659,0.95,4.42,3,6,2.86,0.14
MUS01,16_1042_ANTIC-GOLD_40,0.8571428571428571,38.5,5.931840648477659,0.95,3.13,3,9,5.08,-2.08
MUS01,16_1042_ANTIC-GOLD_42,0.5357142857142857,22.400000000000002,5.931840648477659,0.95,4.87,3,7,3.18,-0.18
BES01,24_1098_WHITE_44,0.17857142857142858,22.4,5.931840648477659,0.95,14.57,3,3,1.06,1.94
BES01,27_1119_ANTIC-GOLD_43,0.5357142857142857,31.733333333333334,5.931840648477659,0.95,4.26,3,7,3.18,-0.18
SUS01,13_1021_BROWN_40,0.4107142857142857,26.782608695652176,5.931840648477659,0.95,5.45,3,6,2.44,0.56
COS01,33_1161_BLUE-NAVY_41,0.5178571428571429,32.82758620689655,5.931840648477659,0.95,4.38,3,6,3.07,-0.07
COS01,33_1161_BLUE-NAVY_42,0.39285714285714285,22.90909090909091,5.931840648477659,0.95,6.26,3,5,2.33,0.67
HYS01,10_1000_BROWN_38,0.6071428571428571,21.411764705882355,5.931840648477659,0.95,4.51,3,7,3.6,-0.6
MUS01,25_1105_BROWN_40,0.6428571428571429,31.111111111111107,5.931840648477659,0.95,4.55,3,8,3.81,-0.81
MUS01,25_1105_BROWN_43,0.6964285714285714,24.410256410256412,5.931840648477659,0.95,3.84,3,8,4.13,-1.13
MUS01,25_1105_MAROON_38,0.6607142857142857,31.783783783783786,5.931840648477659,0.95,3.66,3,8,3.92,-0.92
MUS01,25_1105_MAROON_43,0.5714285714285714,17.5,5.931840648477659,0.95,4.92,3,7,3.39,-0.39
MUS01,27_1119_WHITE_37,0.39285714285714285,17.81818181818182,5.931840648477659,0.95,5.92,3,5,2.33,0.67
BHS01,32_1154_MAROON_41,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,7.16,3,5,1.8,1.2
BHS01,33_1161_BLUE-NAVY_37,0.26785714285714285,18.666666666666668,5.931840648477659,0.95,7.97,3,4,1.59,1.41
BHS01,33_1161_BLUE-NAVY_38,0.39285714285714285,17.81818181818182,5.931840648477659,0.95,6.92,3,5,2.33,0.67
SUS01,14_1028_ROSE-GOLD_44,0.32142857142857145,24.888888888888886,5.931840648477659,0.95,6.62,3,5,1.91,1.09
SUS01,14_1028_WHITE_38,0.6607142857142857,25.72972972972973,5.931840648477659,0.95,3.52,3,8,3.92,-0.92
BES01,23_1091_BLUE-NAVY_44,0.19642857142857142,20.363636363636363,5.931840648477659,0.95,14.72,3,3,1.17,1.83
MUS01,14_1028_ROSE-GOLD_41,0.375,32.0,5.931840648477659,0.95,5.95,3,5,2.22,0.78
PUS01,24_1098_WHITE_40,0.44642857142857145,24.639999999999997,5.931840648477659,0.95,5.23,3,6,2.65,0.35
PUS01,25_1105_BLACK_38,0.5,24.0,5.931840648477659,0.95,4.38,3,6,2.97,0.03
BHS01,28_1126_ROSE-GOLD_40,0.8035714285714286,31.11111111111111,5.931840648477659,0.95,3.56,3,9,4.77,-1.77
COS01,31_1147_MAROON_37,0.19642857142857142,5.090909090909091,5.931840648477659,0.95,13.59,3,3,1.17,1.83
COS01,31_1147_MAROON_41,0.5714285714285714,22.75,5.931840648477659,0.95,4.74,3,7,3.39,-0.39
BHS01,33_1161_ROSE-GOLD_42,0.17857142857142858,22.4,5.931840648477659,0.95,11.31,3,3,1.06,1.94
SUS01,14_1028_WHITE_41,0.48214285714285715,20.74074074074074,5.931840648477659,0.95,5.73,3,6,2.86,0.14
SUS01,14_1028_WHITE_42,0.6071428571428571,19.764705882352942,5.931840648477659,0.95,4.75,3,7,3.6,-0.6
SUS01,16_1042_ANTIC-GOLD_38,0.6071428571428571,24.705882352941178,5.931840648477659,0.95,3.74,3,7,3.6,-0.6
BES01,22_1084_NAVY_38,0.8571428571428571,30.333333333333336,5.931840648477659,0.95,2.98,3,9,5.08,-2.08
INS01,13_1021_BROWN_42,0.30357142857142855,19.764705882352942,5.931840648477659,0.95,7.28,3,5,1.8,1.2
INS01,14_1028_NAVY_38,0.5,26.0,5.931840648477659,0.95,4.31,3,6,2.97,0.03
INS01,11_1007_TAN_39,0.6071428571428571,19.764705882352942,5.931840648477659,0.95,4.79,3,7,3.6,-0.6
INS01,11_1007_TAN_40,0.4642857142857143,23.69230769230769,5.931840648477659,0.95,4.44,3,6,2.75,0.25
INS01,12_1014_BROWN_37,0.5535714285714286,16.258064516129032,5.931840648477659,0.95,4.9,3,7,3.28,-0.28
INS01,12_1014_BROWN_43,0.44642857142857145,26.88,5.931840648477659,0.95,5.09,3,6,2.65,0.35
COS01,31_1147_ANTIC-GOLD_38,0.375,18.666666666666668,5.931840648477659,0.95,5.86,3,5,2.22,0.78
COS01,28_1126_BLUE-NAVY_41,0.48214285714285715,39.407407407407405,5.931840648477659,0.95,4.37,3,6,2.86,0.14
COS01,28_1126_ROSE-GOLD_37,0.39285714285714285,20.363636363636363,5.931840648477659,0.95,5.26,3,5,2.33,0.67
COS01,28_1126_ROSE-GOLD_38,0.5357142857142857,29.866666666666667,5.931840648477659,0.95,4.85,3,7,3.18,-0.18
COS01,28_1126_ROSE-GOLD_39,0.6071428571428571,28.000000000000004,5.931840648477659,0.95,4.3,3,7,3.6,-0.6
COS01,28_1126_ROSE-GOLD_43,0.5178571428571429,21.241379310344826,5.931840648477659,0.95,5.4,3,6,3.07,-0.07
BES01,23_1091_BLACK_44,0.125,40.0,5.931840648477659,0.95,16.78,3,3,0.74,2.26
BES01,21_1077_BLUE-NAVY_37,0.17857142857142858,22.4,5.931840648477659,0.95,13.32,3,3,1.06,1.94
INS01,14_1028_NAVY_43,0.35714285714285715,14.0,5.931840648477659,0.95,6.33,3,5,2.12,0.88
INS01,14_1028_ROSE-GOLD_38,0.42857142857142855,21.0,5.931840648477659,0.95,5.6,3,6,2.54,0.46
INS01,14_1028_ROSE-GOLD_40,0.4642857142857143,30.153846153846153,5.931840648477659,0.95,5.65,3,6,2.75,0.25
INS01,14_1028_ROSE-GOLD_44,0.3392857142857143,17.684210526315788,5.931840648477659,0.95,5.91,3,5,2.01,0.99
BES01,23_1091_BROWN_39,0.5535714285714286,25.29032258064516,5.931840648477659,0.95,4.98,3,7,3.28,-0.28
BES01,23_1091_BROWN_43,0.375,16.0,5.931840648477659,0.95,7.93,3,5,2.22,0.78
PUS01,24_1098_WHITE_38,0.42857142857142855,18.666666666666668,5.931840648477659,0.95,5.43,3,6,2.54,0.46
PUS01,24_1098_WHITE_39,0.5178571428571429,23.172413793103445,5.931840648477659,0.95,4.97,3,6,3.07,-0.07
MUS01,29_1133_BROWN_37,0.4642857142857143,19.384615384615383,5.931840648477659,0.95,5.38,3,6,2.75,0.25
COS01,24_1098_MAROON_39,0.4107142857142857,21.91304347826087,5.931840648477659,0.95,5.92,3,6,2.44,0.56
COS01,24_1098_MAROON_40,0.39285714285714285,25.454545454545457,5.931840648477659,0.95,5.75,3,5,2.33,0.67
PUS01,20_1070_ANTIC-GOLD_42,0.32142857142857145,12.444444444444443,5.931840648477659,0.95,8.33,3,5,1.91,1.09
PUS01,21_1077_BLUE-NAVY_37,0.42857142857142855,16.333333333333336,5.931840648477659,0.95,5.91,3,6,2.54,0.46
PUS01,21_1077_BLUE-NAVY_39,0.5714285714285714,24.5,5.931840648477659,0.95,4.96,3,7,3.39,-0.39
INS01,14_1028_WHITE_42,0.35714285714285715,19.599999999999998,5.931840648477659,0.95,5.95,3,5,2.12,0.88
BES01,21_1077_BLUE-NAVY_42,0.5178571428571429,23.172413793103445,5.931840648477659,0.95,5.4,3,6,3.07,-0.07
BES01,21_1077_BLUE-NAVY_43,0.4107142857142857,21.91304347826087,5.931840648477659,0.95,6.5,3,6,2.44,0.56
BES01,18_1056_BLACK_37,0.6071428571428571,23.058823529411768,5.931840648477659,0.95,4.62,3,7,3.6,-0.6
BES01,18_1056_BLACK_38,0.44642857142857145,20.16,5.931840648477659,0.95,6.5,3,6,2.65,0.35
BES01,23_1091_BLACK_42,0.5535714285714286,30.709677419354836,5.931840648477659,0.95,4.07,3,7,3.28,-0.28
PUS01,23_1091_BLUE-NAVY_43,0.5714285714285714,21.0,5.931840648477659,0.95,4.9,3,7,3.39,-0.39
BHS01,31_1147_WHITE_39,0.5892857142857143,23.757575757575758,5.931840648477659,0.95,4.6,3,7,3.5,-0.5
BHS01,31_1147_WHITE_40,0.5178571428571429,27.034482758620687,5.931840648477659,0.95,5.26,3,6,3.07,-0.07
COS01,29_1133_BROWN_42,0.44642857142857145,31.36,5.931840648477659,0.95,6.32,3,6,2.65,0.35
MAS01,31_1147_WHITE_41,0.4642857142857143,21.538461538461537,5.931840648477659,0.95,4.52,3,6,2.75,0.25
MUS01,10_1000_ROSE-GOLD_38,0.6964285714285714,30.153846153846157,5.931840648477659,0.95,3.22,3,8,4.13,-1.13
INS01,16_1042_ANTIC-GOLD_39,0.6785714285714286,20.63157894736842,5.931840648477659,0.95,4.16,3,8,4.03,-1.03
INS01,16_1042_ANTIC-GOLD_42,0.5,26.0,5.931840648477659,0.95,4.16,3,6,2.97,0.03
INS01,16_1042_BLUE-NAVY_38,0.5535714285714286,16.258064516129032,5.931840648477659,0.95,4.9,3,7,3.28,-0.28
INS01,16_1042_BLUE-NAVY_39,0.7678571428571429,23.441860465116278,5.931840648477659,0.95,3.52,3,9,4.55,-1.55
INS01,16_1042_BLUE-NAVY_40,0.375,24.0,5.931840648477659,0.95,5.73,3,5,2.22,0.78
INS01,16_1042_BLUE-NAVY_42,0.9107142857142857,28.54901960784314,5.931840648477659,0.95,2.67,3,10,5.4,-2.4
MUS01,10_1000_ROSE-GOLD_42,0.7142857142857143,28.0,5.931840648477659,0.95,3.45,3,8,4.24,-1.24
BES01,18_1056_BLACK_43,0.4642857142857143,28.0,5.931840648477659,0.95,5.08,3,6,2.75,0.25
BES01,19_1063_MAROON_37,0.17857142857142858,33.6,5.931840648477659,0.95,13.84,3,3,1.06,1.94
SUS01,16_1042_ANTIC-GOLD_42,0.42857142857142855,18.666666666666668,5.931840648477659,0.95,5.53,3,6,2.54,0.46
SUS01,16_1042_BLUE-NAVY_38,0.4107142857142857,19.47826086956522,5.931840648477659,0.95,5.76,3,6,2.44,0.56
SUS01,16_1042_BLUE-NAVY_39,0.625,20.8,5.931840648477659,0.95,4.15,3,7,3.71,-0.71
COS01,28_1126_TAN_38,0.35714285714285715,30.8,5.931840648477659,0.95,6.19,3,5,2.12,0.88
MUS01,27_1119_WHITE_44,0.5,24.0,5.931840648477659,0.95,4.1,3,6,2.97,0.03
BHS01,33_1161_ROSE-GOLD_38,0.4107142857142857,26.782608695652176,5.931840648477659,0.95,5.17,3,6,2.44,0.56
COS01,24_1098_MAROON_41,0.26785714285714285,22.400000000000002,5.931840648477659,0.95,7.64,3,4,1.59,1.41
COS01,24_1098_MAROON_42,0.23214285714285715,12.923076923076923,5.931840648477659,0.95,10.01,3,4,1.38,1.62
COS01,24_1098_WHITE_41,0.42857142857142855,21.0,5.931840648477659,0.95,6.83,3,6,2.54,0.46
COS01,28_1126_BLUE-NAVY_38,0.44642857142857145,20.16,5.931840648477659,0.95,5.38,3,6,2.65,0.35
MUS01,29_1133_BROWN_44,0.5892857142857143,18.666666666666668,5.931840648477659,0.95,4.97,3,7,3.5,-0.5
MUS01,30_1140_WHITE_42,0.6607142857142857,24.216216216216218,5.931840648477659,0.95,4.0,3,8,3.92,-0.92
COS01,23_1091_BROWN_40,0.42857142857142855,21.0,5.931840648477659,0.95,5.87,3,6,2.54,0.46
BES01,16_1042_ANTIC-GOLD_43,0.35714285714285715,16.8,5.931840648477659,0.95,7.31,3,5,2.12,0.88
BES01,16_1042_TAN_37,0.42857142857142855,18.666666666666668,5.931840648477659,0.95,5.7,3,6,2.54,0.46
MAS01,30_1140_WHITE_41,0.5,16.0,5.931840648477659,0.95,5.78,3,6,2.97,0.03
INS01,17_1049_BLACK_42,0.6428571428571429,27.999999999999996,5.931840648477659,0.95,3.55,3,8,3.81,-0.81
INS01,17_1049_MAROON_39,0.5,24.0,5.931840648477659,0.95,5.25,3,6,2.97,0.03
MAS01,31_1147_ANTIC-GOLD_41,0.375,21.333333333333332,5.931840648477659,0.95,6.57,3,5,2.22,0.78
MAS01,31_1147_WHITE_39,0.5,16.0,5.931840648477659,0.95,5.27,3,6,2.97,0.03
MAS01,31_1147_WHITE_40,0.6964285714285714,20.102564102564102,5.931840648477659,0.95,4.01,3,8,4.13,-1.13
CHS01,10_1000_BROWN_39,0.5357142857142857,33.6,5.931840648477659,0.95,3.81,3,7,3.18,-0.18
CHS01,10_1000_BROWN_42,0.5535714285714286,28.903225806451612,5.931840648477659,0.95,5.08,3,7,3.28,-0.28
CHS01,10_1000_BROWN_44,0.26785714285714285,22.400000000000002,5.931840648477659,0.95,7.84,3,4,1.59,1.41
CHS01,10_1000_WHITE_38,0.5714285714285714,22.75,5.931840648477659,0.95,5.01,3,7,3.39,-0.39
SUS01,17_1049_BROWN_38,0.39285714285714285,15.272727272727273,5.931840648477659,0.95,5.71,3,5,2.33,0.67
MAS01,28_1126_TAN_37,0.4107142857142857,12.173913043478262,5.931840648477659,0.95,7.09,3,6,2.44,0.56
MAS01,28_1126_TAN_38,0.5178571428571429,23.172413793103445,5.931840648477659,0.95,4.99,3,6,3.07,-0.07
MAS01,28_1126_TAN_39,0.5178571428571429,23.172413793103445,5.931840648477659,0.95,5.36,3,6,3.07,-0.07
MAS01,28_1126_TAN_42,0.3392857142857143,14.736842105263158,5.931840648477659,0.95,7.62,3,5,2.01,0.99
MAS01,29_1133_BROWN_39,0.6071428571428571,24.705882352941178,5.931840648477659,0.95,4.66,3,7,3.6,-0.6
MAS01,29_1133_BROWN_42,0.42857142857142855,23.333333333333336,5.931840648477659,0.95,6.51,3,6,2.54,0.46
MAS01,29_1133_BROWN_43,0.35714285714285715,19.599999999999998,5.931840648477659,0.95,5.76,3,5,2.12,0.88
MAS01,30_1140_WHITE_40,0.48214285714285715,26.962962962962962,5.931840648477659,0.95,4.3,3,6,2.86,0.14
BES01,17_1049_BLACK_43,0.30357142857142855,29.647058823529413,5.931840648477659,0.95,7.2,3,5,1.8,1.2
BHS01,33_1161_BLUE-NAVY_42,0.3392857142857143,32.421052631578945,5.931840648477659,0.95,5.94,3,5,2.01,0.99
BHS01,33_1161_BLUE-NAVY_43,0.3392857142857143,17.684210526315788,5.931840648477659,0.95,6.78,3,5,2.01,0.99
MAS01,27_1119_WHITE_41,0.4642857142857143,17.23076923076923,5.931840648477659,0.95,6.41,3,6,2.75,0.25
MAS01,27_1119_WHITE_42,0.6071428571428571,26.35294117647059,5.931840648477659,0.95,4.59,3,7,3.6,-0.6
INS01,18_1056_GREY_43,0.6785714285714286,23.57894736842105,5.931840648477659,0.95,4.38,3,8,4.03,-1.03
INS01,21_1077_BLUE-NAVY_38,0.4642857142857143,19.384615384615383,5.931840648477659,0.95,5.35,3,6,2.75,0.25
INS01,18_1056_ANTIC-GOLD_43,0.32142857142857145,21.777777777777775,5.931840648477659,0.95,6.57,3,5,1.91,1.09
INS01,18_1056_BLACK_42,0.6964285714285714,38.769230769230774,5.931840648477659,0.95,3.1,3,8,4.13,-1.13
INS01,18_1056_GREY_38,0.5714285714285714,17.5,5.931840648477659,0.95,5.05,3,7,3.39,-0.39
BES01,13_1021_BROWN_43,0.48214285714285715,22.814814814814813,5.931840648477659,0.95,4.99,3,6,2.86,0.14
BES01,13_1021_BROWN_44,0.125,24.0,5.931840648477659,0.95,20.72,3,3,0.74,2.26
SUS01,16_1042_TAN_42,0.23214285714285715,38.76923076923077,5.931840648477659,0.95,10.56,3,4,1.38,1.62
MUS01,32_1154_MAROON_42,0.4107142857142857,14.608695652173914,5.931840648477659,0.95,7.13,3,6,2.44,0.56
MUS01,32_1154_MAROON_43,0.32142857142857145,15.555555555555554,5.931840648477659,0.95,6.61,3,5,1.91,1.09
MUS01,33_1161_ROSE-GOLD_37,0.48214285714285715,24.88888888888889,5.931840648477659,0.95,4.18,3,6,2.86,0.14
MUS01,33_1161_ROSE-GOLD_39,0.75,28.0,5.931840648477659,0.95,3.91,3,8,4.45,-1.45
COS01,18_1056_GREY_41,0.5178571428571429,30.89655172413793,5.931840648477659,0.95,5.3,3,6,3.07,-0.07
CHS01,12_1014_ANTIC-GOLD_44,0.6071428571428571,23.058823529411768,5.931840648477659,0.95,4.0,3,7,3.6,-0.6
MAS01,18_1056_BLACK_43,0.375,13.333333333333334,5.931840648477659,0.95,7.43,3,5,2.22,0.78
MAS01,21_1077_BLUE-NAVY_44,0.17857142857142858,5.6,5.931840648477659,0.95,11.83,3,3,1.06,1.94
MAS01,21_1077_MAROON_38,0.14285714285714285,21.0,5.931840648477659,0.95,17.26,3,3,0.85,2.15
MAS01,21_1077_MAROON_40,0.42857142857142855,18.666666666666668,5.931840648477659,0.95,5.13,3,6,2.54,0.46
MAS01,21_1077_MAROON_41,0.5178571428571429,17.379310344827584,5.931840648477659,0.95,5.44,3,6,3.07,-0.07
MAS01,24_1098_MAROON_39,0.42857142857142855,18.666666666666668,5.931840648477659,0.95,5.07,3,6,2.54,0.46
MAS01,25_1105_BROWN_39,0.44642857142857145,22.4,5.931840648477659,0.95,5.3,3,6,2.65,0.35
INS01,21_1077_BLUE-NAVY_39,0.5357142857142857,20.533333333333335,5.931840648477659,0.95,5.26,3,7,3.18,-0.18
INS01,21_1077_BLUE-NAVY_41,0.5714285714285714,29.75,5.931840648477659,0.95,4.31,3,7,3.39,-0.39
INS01,22_1084_NAVY_39,0.6607142857142857,24.216216216216218,5.931840648477659,0.95,4.1,3,8,3.92,-0.92
INS01,22_1084_NAVY_40,0.6071428571428571,24.705882352941178,5.931840648477659,0.95,4.35,3,7,3.6,-0.6
INS01,22_1084_NAVY_41,0.625,27.2,5.931840648477659,0.95,4.65,3,7,3.71,-0.71
INS01,22_1084_NAVY_42,0.4642857142857143,36.61538461538461,5.931840648477659,0.95,5.32,3,6,2.75,0.25
INS01,23_1091_BLUE-NAVY_37,0.17857142857142858,28.0,5.931840648477659,0.95,15.92,3,3,1.06,1.94
MAS01,25_1105_BROWN_40,0.5357142857142857,22.400000000000002,5.931840648477659,0.95,5.43,3,7,3.18,-0.18
MAS01,25_1105_BROWN_41,0.42857142857142855,23.333333333333336,5.931840648477659,0.95,5.06,3,6,2.54,0.46
INS01,25_1105_BLACK_42,0.5892857142857143,30.545454545454543,5.931840648477659,0.95,3.44,3,7,3.5,-0.5
INS01,25_1105_BROWN_37,0.30357142857142855,9.882352941176471,5.931840648477659,0.95,7.29,3,5,1.8,1.2
MAS01,17_1049_BLACK_42,0.39285714285714285,20.363636363636363,5.931840648477659,0.95,5.27,3,5,2.33,0.67
MAS01,17_1049_MAROON_37,0.125,24.0,5.931840648477659,0.95,16.09,3,3,0.74,2.26
MAS01,18_1056_ANTIC-GOLD_38,0.25,16.0,5.931840648477659,0.95,10.12,3,4,1.48,1.52
INS01,23_1091_BLUE-NAVY_42,0.42857142857142855,16.333333333333336,5.931840648477659,0.95,6.3,3,6,2.54,0.46
SUS01,17_1049_BROWN_41,0.5178571428571429,28.965517241379306,5.931840648477659,0.95,4.29,3,6,3.07,-0.07
SUS01,17_1049_MAROON_40,0.6607142857142857,28.756756756756758,5.931840648477659,0.95,4.48,3,8,3.92,-0.92
SUS01,17_1049_MAROON_42,0.6607142857142857,25.72972972972973,5.931840648477659,0.95,4.2,3,8,3.92,-0.92
BES01,11_1007_BLACK_39,0.39285714285714285,38.18181818181818,5.931840648477659,0.95,5.25,3,5,2.33,0.67
INS01,24_1098_MAROON_40,0.6071428571428571,29.647058823529413,5.931840648477659,0.95,4.08,3,7,3.6,-0.6
INS01,24_1098_MAROON_42,0.4107142857142857,19.47826086956522,5.931840648477659,0.95,5.19,3,6,2.44,0.56
INS01,24_1098_WHITE_38,0.48214285714285715,18.666666666666668,5.931840648477659,0.95,4.75,3,6,2.86,0.14
MAS01,18_1056_ANTIC-GOLD_41,0.35714285714285715,28.0,5.931840648477659,0.95,6.63,3,5,2.12,0.88
MAS01,18_1056_BLACK_39,0.44642857142857145,24.639999999999997,5.931840648477659,0.95,6.11,3,6,2.65,0.35
MAS01,18_1056_BLACK_42,0.5,26.0,5.931840648477659,0.95,4.6,3,6,2.97,0.03
CHS01,10_1000_WHITE_43,0.625,24.0,5.931840648477659,0.95,4.36,3,7,3.71,-0.71
COS01,18_1056_GREY_43,0.4642857142857143,23.69230769230769,5.931840648477659,0.95,5.45,3,6,2.75,0.25
COS01,20_1070_ANTIC-GOLD_40,0.39285714285714285,25.454545454545457,5.931840648477659,0.95,5.99,3,5,2.33,0.67
COS01,20_1070_ANTIC-GOLD_41,0.39285714285714285,30.545454545454547,5.931840648477659,0.95,5.28,3,5,2.33,0.67
COS01,23_1091_BLUE-NAVY_38,0.375,13.333333333333334,5.931840648477659,0.95,6.49,3,5,2.22,0.78
COS01,18_1056_ANTIC-GOLD_43,0.35714285714285715,22.4,5.931840648477659,0.95,6.48,3,5,2.12,0.88
COS01,18_1056_ANTIC-GOLD_44,0.42857142857142855,16.333333333333336,5.931840648477659,0.95,6.44,3,6,2.54,0.46
COS01,18_1056_BLACK_38,0.42857142857142855,32.66666666666667,5.931840648477659,0.95,5.2,3,6,2.54,0.46
COS01,18_1056_BLACK_42,0.5178571428571429,28.965517241379306,5.931840648477659,0.95,4.59,3,6,3.07,-0.07
CHS01,13_1021_WHITE_38,0.6428571428571429,27.999999999999996,5.931840648477659,0.95,3.83,3,8,3.81,-0.81
CHS01,13_1021_WHITE_39,0.5,28.0,5.931840648477659,0.95,4.39,3,6,2.97,0.03
INS01,24_1098_WHITE_40,0.19642857142857142,40.72727272727273,5.931840648477659,0.95,13.46,3,3,1.17,1.83
INS01,24_1098_WHITE_41,0.32142857142857145,18.666666666666664,5.931840648477659,0.95,6.79,3,5,1.91,1.09
INS01,24_1098_WHITE_44,0.125,24.0,5.931840648477659,0.95,18.91,3,3,0.74,2.26
INS01,25_1105_BLACK_39,0.5714285714285714,28.0,5.931840648477659,0.95,4.76,3,7,3.39,-0.39
INS01,25_1105_BLACK_40,0.6071428571428571,32.94117647058824,5.931840648477659,0.95,3.8,3,7,3.6,-0.6
INS01,25_1105_BROWN_40,0.5535714285714286,30.709677419354836,5.931840648477659,0.95,4.49,3,7,3.28,-0.28
BES01,11_1007_BLACK_42,0.26785714285714285,33.6,5.931840648477659,0.95,10.43,3,4,1.59,1.41
BES01,11_1007_TAN_38,0.48214285714285715,20.74074074074074,5.931840648477659,0.95,4.99,3,6,2.86,0.14
BES01,11_1007_TAN_43,0.4107142857142857,29.217391304347828,5.931840648477659,0.95,6.51,3,6,2.44,0.56
AHS01,33_1161_ROSE-GOLD_37,0.26785714285714285,26.133333333333333,5.931840648477659,0.95,11.08,3,4,1.59,1.41
INS01,25_1105_BROWN_42,0.2857142857142857,24.5,5.931840648477659,0.95,8.17,3,4,1.69,1.31
INS01,25_1105_MAROON_39,0.6785714285714286,25.052631578947366,5.931840648477659,0.95,4.19,3,8,4.03,-1.03
INS01,25_1105_MAROON_42,0.6964285714285714,28.71794871794872,5.931840648477659,0.95,3.56,3,8,4.13,-1.13
INS01,27_1119_ANTIC-GOLD_38,0.5714285714285714,24.5,5.931840648477659,0.95,4.53,3,7,3.39,-0.39
MAS01,16_1042_ANTIC-GOLD_40,0.4642857142857143,25.846153846153847,5.931840648477659,0.95,4.77,3,6,2.75,0.25
MAS01,16_1042_ANTIC-GOLD_41,0.5,26.0,5.931840648477659,0.95,4.64,3,6,2.97,0.03
MAS01,16_1042_TAN_38,0.19642857142857142,10.181818181818182,5.931840648477659,0.95,10.85,3,3,1.17,1.83
MAS01,16_1042_TAN_40,0.35714285714285715,30.8,5.931840648477659,0.95,5.93,3,5,2.12,0.88
MAS01,16_1042_TAN_42,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,10.93,3,4,1.38,1.62
MAS01,17_1049_BLACK_39,0.6607142857142857,22.7027027027027,5.931840648477659,0.95,4.28,3,8,3.92,-0.92
CHS01,10_1000_WHITE_42,0.5714285714285714,31.5,5.931840648477659,0.95,4.06,3,7,3.39,-0.39
CHS01,11_1007_TAN_43,0.5714285714285714,21.0,5.931840648477659,0.95,4.42,3,7,3.39,-0.39
MUS01,33_1161_ROSE-GOLD_43,0.5,22.0,5.931840648477659,0.95,4.81,3,6,2.97,0.03
PUS01,10_1000_ROSE-GOLD_38,0.5892857142857143,27.151515151515152,5.931840648477659,0.95,3.74,3,7,3.5,-0.5
COS01,17_1049_MAROON_38,0.5535714285714286,28.903225806451612,5.931840648477659,0.95,3.73,3,7,3.28,-0.28
PUS01,18_1056_GREY_37,0.5357142857142857,24.266666666666666,5.931840648477659,0.95,4.47,3,7,3.18,-0.18
PUS01,18_1056_GREY_44,0.44642857142857145,22.4,5.931840648477659,0.95,4.96,3,6,2.65,0.35
PUS01,20_1070_ANTIC-GOLD_39,0.4642857142857143,19.384615384615383,5.931840648477659,0.95,5.83,3,6,2.75,0.25
INS01,28_1126_BLUE-NAVY_41,0.7857142857142857,29.272727272727273,5.931840648477659,0.95,3.53,3,9,4.66,-1.66
MAS01,14_1028_NAVY_40,0.39285714285714285,22.90909090909091,5.931840648477659,0.95,5.25,3,5,2.33,0.67
MAS01,14_1028_NAVY_42,0.44642857142857145,17.919999999999998,5.931840648477659,0.95,5.54,3,6,2.65,0.35
MAS01,14_1028_ROSE-GOLD_38,0.44642857142857145,20.16,5.931840648477659,0.95,5.46,3,6,2.65,0.35
MAS01,14_1028_ROSE-GOLD_41,0.4642857142857143,21.538461538461537,5.931840648477659,0.95,6.22,3,6,2.75,0.25
MAS01,14_1028_ROSE-GOLD_42,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,8.98,3,4,1.38,1.62
MAS01,14_1028_WHITE_38,0.35714285714285715,16.8,5.931840648477659,0.95,5.84,3,5,2.12,0.88
MAS01,14_1028_WHITE_39,0.5,26.0,5.931840648477659,0.95,4.99,3,6,2.97,0.03
MAS01,14_1028_WHITE_41,0.42857142857142855,28.0,5.931840648477659,0.95,4.79,3,6,2.54,0.46
MAS01,12_1014_ROSE-GOLD_44,0.32142857142857145,9.333333333333332,5.931840648477659,0.95,9.02,3,5,1.91,1.09
