store_id,sku_uid,trailing_demand_rate,protection_days,service_level,dispersion_k,expected_demand_over_lead,recommended_reorder_point,textbook_reorder_point,safety_stock,recommended_cover_days
SUS01,25_1105_BROWN_41,0.5357142857142857,7.98,0.95,1.582,4.27,12,8,7.73,22.4
CHS01,23_1091_BLACK_38,0.5178571428571429,7.98,0.95,1.582,4.13,12,8,7.87,23.17
AHS01,14_1028_NAVY_38,0.5357142857142857,7.98,0.95,1.582,4.27,12,8,7.73,22.4
AHS01,10_1000_WHITE_39,0.5178571428571429,7.98,0.95,1.582,4.13,12,8,7.87,23.17
CHS01,17_1049_MAROON_37,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
CHS01,18_1056_ANTIC-GOLD_44,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MAS01,30_1140_WHITE_40,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
MAS01,30_1140_WHITE_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
CHS01,16_1042_ANTIC-GOLD_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
HYS01,21_1077_MAROON_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
HYS01,23_1091_BROWN_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
CHS01,16_1042_TAN_44,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
CHS01,14_1028_ROSE-GOLD_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MAS01,29_1133_BROWN_41,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MUS01,13_1021_BROWN_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
CHS01,13_1021_WHITE_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MUS01,14_1028_ROSE-GOLD_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MAS01,27_1119_WHITE_41,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MUS01,14_1028_WHITE_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MUS01,16_1042_ANTIC-GOLD_37,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MUS01,16_1042_TAN_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MUS01,17_1049_BLACK_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BHS01,32_1154_MAROON_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MAS01,18_1056_BLACK_42,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
HYS01,28_1126_TAN_42,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
HYS01,30_1140_WHITE_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
HYS01,19_1063_MAROON_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
HYS01,20_1070_ANTIC-GOLD_39,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
SUS01,26_1112_WHITE_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BHS01,27_1119_WHITE_42,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BHS01,28_1126_BLUE-NAVY_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MAS01,17_1049_MAROON_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MUS01,18_1056_BLACK_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MUS01,20_1070_ANTIC-GOLD_41,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
MAS01,16_1042_ANTIC-GOLD_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MAS01,16_1042_ANTIC-GOLD_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BHS01,25_1105_BLACK_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
HYS01,18_1056_ANTIC-GOLD_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
AHS01,17_1049_BLACK_43,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
SUS01,26_1112_WHITE_37,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
MUS01,23_1091_BLACK_43,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
MUS01,24_1098_MAROON_41,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
MAS01,14_1028_ROSE-GOLD_41,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MAS01,14_1028_WHITE_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BHS01,22_1084_NAVY_41,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MAS01,13_1021_WHITE_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MAS01,13_1021_WHITE_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BHS01,21_1077_MAROON_40,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BHS01,21_1077_MAROON_41,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
CHS01,25_1105_BROWN_37,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
CHS01,25_1105_MAROON_38,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
CHS01,25_1105_MAROON_42,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MAS01,13_1021_BROWN_41,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
MAS01,12_1014_ANTIC-GOLD_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
HYS01,17_1049_BROWN_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
HYS01,17_1049_BROWN_43,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
INS01,10_1000_WHITE_38,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
CHS01,27_1119_WHITE_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BHS01,20_1070_ANTIC-GOLD_40,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BHS01,20_1070_ANTIC-GOLD_42,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BHS01,17_1049_MAROON_39,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BHS01,17_1049_MAROON_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MAS01,10_1000_ROSE-GOLD_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
MAS01,11_1007_BLACK_40,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
MUS01,27_1119_WHITE_44,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MUS01,29_1133_BROWN_37,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BHS01,17_1049_BROWN_42,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MUS01,33_1161_ROSE-GOLD_37,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
KOS01,31_1147_ANTIC-GOLD_40,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MUS01,33_1161_ROSE-GOLD_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
INS01,11_1007_BLACK_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
INS01,11_1007_TAN_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
SUS01,24_1098_WHITE_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
AHS01,17_1049_MAROON_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
SUS01,25_1105_BLACK_39,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
SUS01,25_1105_BLACK_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
KOS01,29_1133_BROWN_38,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
KOS01,29_1133_BROWN_44,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BHS01,14_1028_WHITE_42,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
COS01,11_1007_BLACK_42,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
PUS01,10_1000_ROSE-GOLD_42,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BHS01,11_1007_BLACK_39,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
COS01,12_1014_ROSE-GOLD_44,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
KOS01,27_1119_ANTIC-GOLD_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
KOS01,27_1119_ANTIC-GOLD_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BHS01,10_1000_BROWN_40,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
HYS01,14_1028_WHITE_37,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
AHS01,18_1056_ANTIC-GOLD_44,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
AHS01,19_1063_MAROON_39,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
PUS01,12_1014_BROWN_44,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
PUS01,13_1021_BROWN_37,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
COS01,13_1021_WHITE_42,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BES01,31_1147_ANTIC-GOLD_42,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
COS01,14_1028_WHITE_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
PUS01,14_1028_ROSE-GOLD_44,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BES01,28_1126_TAN_43,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
PUS01,15_1035_GREY_39,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
PUS01,16_1042_TAN_43,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
PUS01,17_1049_BLACK_37,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BES01,24_1098_WHITE_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
COS01,16_1042_ANTIC-GOLD_44,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
COS01,17_1049_BLACK_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
COS01,17_1049_BLACK_39,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
KOS01,20_1070_ANTIC-GOLD_40,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BES01,24_1098_WHITE_42,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
HYS01,14_1028_ROSE-GOLD_44,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
INS01,14_1028_NAVY_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
INS01,14_1028_NAVY_39,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
SUS01,23_1091_BLUE-NAVY_40,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
SUS01,23_1091_BLUE-NAVY_41,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
SUS01,23_1091_BROWN_40,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
PUS01,17_1049_BROWN_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
KOS01,16_1042_BLUE-NAVY_42,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BES01,21_1077_BLUE-NAVY_44,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BES01,22_1084_NAVY_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
PUS01,20_1070_ANTIC-GOLD_39,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BES01,18_1056_ANTIC-GOLD_37,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BES01,18_1056_BLACK_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
KOS01,14_1028_ROSE-GOLD_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
KOS01,13_1021_WHITE_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
INS01,14_1028_ROSE-GOLD_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
HYS01,12_1014_BROWN_44,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
HYS01,13_1021_BROWN_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
KOS01,13_1021_WHITE_39,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
COS01,18_1056_GREY_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
PUS01,22_1084_NAVY_43,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
PUS01,23_1091_BLUE-NAVY_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
PUS01,23_1091_BLUE-NAVY_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
KOS01,13_1021_BROWN_42,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
PUS01,25_1105_BLACK_37,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
PUS01,25_1105_BLACK_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
KOS01,11_1007_TAN_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
KOS01,11_1007_TAN_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
AHS01,22_1084_NAVY_42,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
PUS01,27_1119_WHITE_37,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
PUS01,27_1119_WHITE_43,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
PUS01,28_1126_ROSE-GOLD_37,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
BES01,13_1021_BROWN_43,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
BES01,11_1007_BLACK_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BES01,11_1007_BLACK_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
KOS01,10_1000_BROWN_41,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
INS01,31_1147_ANTIC-GOLD_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
BES01,11_1007_TAN_38,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
INS01,25_1105_MAROON_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
COS01,28_1126_BLUE-NAVY_41,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
AHS01,33_1161_ROSE-GOLD_38,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
PUS01,31_1147_MAROON_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
COS01,28_1126_TAN_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
PUS01,32_1154_MAROON_42,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
SUS01,10_1000_WHITE_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
INS01,16_1042_ANTIC-GOLD_42,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
INS01,17_1049_MAROON_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
SUS01,17_1049_MAROON_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
SUS01,11_1007_BLACK_39,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
INS01,24_1098_WHITE_38,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
AHS01,31_1147_ANTIC-GOLD_41,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
AHS01,28_1126_TAN_44,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
AHS01,29_1133_BROWN_43,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
SUS01,13_1021_BROWN_38,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
INS01,21_1077_BLUE-NAVY_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
INS01,22_1084_NAVY_42,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
AHS01,27_1119_ANTIC-GOLD_37,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
SUS01,14_1028_WHITE_41,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
COS01,31_1147_WHITE_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
COS01,31_1147_WHITE_40,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
AHS01,25_1105_MAROON_38,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
HYS01,10_1000_WHITE_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
AHS01,10_1000_ROSE-GOLD_40,0.48214285714285715,7.98,0.95,1.582,3.85,11,8,7.15,22.81
MAS01,31_1147_WHITE_39,0.5,7.98,0.95,1.582,3.99,11,8,7.01,22.0
MAS01,31_1147_WHITE_41,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
AHS01,14_1028_ROSE-GOLD_43,0.4642857142857143,7.98,0.95,1.582,3.7,11,7,7.3,23.69
AHS01,10_1000_ROSE-GOLD_44,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
SUS01,33_1161_BLUE-NAVY_38,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
AHS01,13_1021_BROWN_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
AHS01,14_1028_WHITE_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
CHS01,14_1028_NAVY_44,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
CHS01,19_1063_MAROON_44,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
CHS01,21_1077_BLUE-NAVY_38,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
CHS01,21_1077_BLUE-NAVY_42,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
MAS01,29_1133_BROWN_42,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
SUS01,16_1042_BLUE-NAVY_38,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
SUS01,16_1042_BLUE-NAVY_41,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
SUS01,16_1042_BLUE-NAVY_42,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
SUS01,31_1147_ANTIC-GOLD_40,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
SUS01,31_1147_WHITE_39,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
SUS01,33_1161_ROSE-GOLD_39,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
CHS01,23_1091_BLACK_42,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
MAS01,28_1126_TAN_37,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
CHS01,13_1021_WHITE_37,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
CHS01,11_1007_TAN_38,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
MAS01,25_1105_BROWN_39,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
MAS01,25_1105_BROWN_41,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
AHS01,25_1105_BROWN_38,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
SUS01,16_1042_ANTIC-GOLD_42,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
HYS01,10_1000_BROWN_43,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
MAS01,21_1077_MAROON_40,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
MAS01,24_1098_MAROON_39,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
BHS01,33_1161_ROSE-GOLD_38,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
MUS01,16_1042_TAN_42,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
MAS01,18_1056_BLACK_39,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
CHS01,24_1098_MAROON_39,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
HYS01,30_1140_WHITE_38,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
SUS01,26_1112_WHITE_43,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
BHS01,29_1133_BROWN_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
MUS01,17_1049_MAROON_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
BHS01,27_1119_WHITE_38,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
BHS01,27_1119_WHITE_43,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
BHS01,25_1105_BROWN_42,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
AHS01,29_1133_BROWN_37,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
SUS01,13_1021_BROWN_40,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
AHS01,27_1119_WHITE_43,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
BHS01,23_1091_BROWN_42,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
HYS01,18_1056_ANTIC-GOLD_37,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
HYS01,18_1056_BLACK_43,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
HYS01,33_1161_ROSE-GOLD_37,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
SUS01,25_1105_BROWN_42,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
SUS01,25_1105_BROWN_43,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
AHS01,16_1042_TAN_43,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
SUS01,25_1105_MAROON_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
MAS01,14_1028_ROSE-GOLD_38,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
MAS01,14_1028_WHITE_41,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
BHS01,23_1091_BLACK_42,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
MAS01,13_1021_WHITE_39,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
MAS01,14_1028_NAVY_42,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
BHS01,20_1070_ANTIC-GOLD_39,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
AHS01,31_1147_WHITE_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
AHS01,32_1154_MAROON_41,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
INS01,23_1091_BLUE-NAVY_42,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
INS01,24_1098_MAROON_42,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
CHS01,25_1105_MAROON_37,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
CHS01,25_1105_MAROON_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
MAS01,13_1021_BROWN_39,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
INS01,10_1000_BROWN_40,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
INS01,10_1000_BROWN_43,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
INS01,10_1000_WHITE_40,0.4222222222222222,7.98,0.95,1.582,3.37,10,7,6.63,23.68
MAS01,12_1014_ROSE-GOLD_37,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
CHS01,28_1126_ROSE-GOLD_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
BHS01,18_1056_BLACK_44,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
BHS01,17_1049_BROWN_38,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
CHS01,32_1154_MAROON_38,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
MUS01,32_1154_MAROON_42,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
INS01,17_1049_BLACK_41,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
SUS01,11_1007_BLACK_41,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
BHS01,16_1042_BLUE-NAVY_41,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
SUS01,24_1098_WHITE_42,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
KOS01,29_1133_BROWN_43,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
BHS01,12_1014_BROWN_37,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
BHS01,12_1014_ROSE-GOLD_43,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
COS01,10_1000_WHITE_38,0.4107142857142857,7.98,0.95,1.582,3.28,10,7,6.720000000000001,24.35
COS01,11_1007_BLACK_38,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
BHS01,11_1007_BLACK_40,0.44642857142857145,7.98,0.95,1.582,3.56,10,7,6.4399999999999995,22.4
PUS01,11_1007_TAN_38,0.42857142857142855,7.98,0.95,1.582,3.42,10,7,6.58,23.33
