as_of,store_id,sku_uid,category,size_label,start_stock,days_of_cover,trailing_demand_rate,elapsed_days,p_stockout_7d,p_stockout_14d,p_stockout_28d,expected_days_out,expected_lost_units,expected_lost_revenue,rank_by_risk,rank_by_units,rank_by_revenue
2025-11-27,KOS01,14_1028_ROSE-GOLD_40,OPEN,40,28,29.58,0.95,12,0.1911,0.4175,0.7398,2.96,2.8,4177.18,1453,599,1184
2025-11-27,KOS01,24_1098_MAROON_42,OPEN,42,4,24.89,0.16,18,0.4753,0.7325,0.9281,6.5,1.05,4169.99,58,1457,1185
2025-11-27,KOS01,16_1042_TAN_39,OPEN,39,12,22.4,0.54,16,0.3699,0.6296,0.877,5.22,2.8,4169.03,306,600,1186
2025-11-27,CHS01,13_1021_WHITE_41,OPEN,41,12,18.67,0.64,13,0.2983,0.5581,0.8409,4.35,2.8,4167.8,692,601,1187
2025-11-27,MUS01,33_1161_ROSE-GOLD_37,OPEN,37,12,24.89,0.48,12,0.1857,0.4093,0.7326,2.89,1.39,4164.6,1494,1197,1188
2025-11-27,HYS01,11_1007_TAN_44,PREMIUM CLOSE,44,5,35.0,0.14,22,0.2897,0.5179,0.788,4.17,0.6,4159.55,949,1886,1189
2025-11-27,HYS01,26_1112_WHITE_37,OPEN,37,12,26.88,0.45,10,0.1424,0.3544,0.6964,2.33,1.04,4158.45,1740,1459,1190
2025-11-27,AHS01,16_1042_ANTIC-GOLD_41,OPEN,41,17,27.2,0.62,25,0.3127,0.5424,0.8024,4.45,2.78,4144.35,810,604,1191
2025-11-27,SUS01,31_1147_WHITE_41,PREMIUM CLOSE,41,9,16.8,0.54,6,0.1498,0.417,0.7873,2.59,1.39,4144.34,1457,1203,1192
2025-11-27,BHS01,17_1049_BROWN_43,CLOSE,43,6,19.76,0.3,23,0.3932,0.6408,0.8737,5.48,1.66,4141.92,268,1058,1193
2025-11-27,KOS01,21_1077_BLUE-NAVY_38,PREMIUM CLOSE,38,7,32.67,0.21,10,0.1729,0.4049,0.7423,2.76,0.59,4133.17,1507,1891,1194
2025-11-27,KOS01,17_1049_BLACK_39,CLOSE,39,30,23.33,1.29,5,0.0604,0.2481,0.6416,1.29,1.66,4125.68,2105,1063,1195
2025-11-27,HYS01,16_1042_TAN_39,OPEN,39,25,24.14,1.04,11,0.1681,0.3888,0.7209,2.67,2.76,4117.96,1592,609,1196
2025-11-27,MAS01,12_1014_ROSE-GOLD_42,CLOSE,42,19,32.24,0.59,5,0.067,0.2654,0.6615,1.4,0.82,4116.58,2051,1663,1197
2025-11-27,HYS01,15_1035_GREY_39,PREMIUM OPEN,39,5,18.67,0.27,15,0.3603,0.6222,0.8748,5.11,1.37,4093.09,337,1217,1198
2025-11-27,BHS01,14_1028_WHITE_39,OPEN,39,13,20.22,0.64,10,0.2878,0.5647,0.8572,4.27,2.74,4087.34,648,613,1199
2025-11-27,KOS01,28_1126_ROSE-GOLD_41,GIRLS_OPEN,41,20,20.0,1.0,6,0.161,0.4356,0.8009,2.74,2.74,4084.48,1376,614,1200
2025-11-27,COS01,17_1049_BLACK_40,CLOSE,40,16,25.6,0.62,8,0.1587,0.4028,0.7569,2.62,1.64,4084.31,1516,1069,1201
2025-11-27,AHS01,33_1161_BLUE-NAVY_44,OPEN,44,5,20.0,0.25,21,0.3908,0.6412,0.8761,5.46,1.36,4078.66,266,1219,1202
2025-11-27,CHS01,24_1098_MAROON_38,OPEN,38,5,23.33,0.21,16,0.3332,0.5876,0.8512,4.76,1.02,4072.35,521,1483,1203
2025-11-27,CHS01,10_1000_BROWN_37,PREMIUM CLOSE,37,9,31.5,0.29,18,0.242,0.4637,0.7531,3.57,1.02,4066.42,1251,1486,1204
2025-11-27,KOS01,12_1014_ROSE-GOLD_37,CLOSE,37,10,32.94,0.3,12,0.1705,0.3855,0.7112,2.68,0.81,4062.34,1611,1678,1205
2025-11-27,KOS01,18_1056_GREY_44,GIRLS_OPEN,44,8,28.0,0.29,7,0.1144,0.3371,0.7089,2.03,0.58,4059.83,1802,1909,1206
2025-11-27,SUS01,31_1147_ANTIC-GOLD_41,PREMIUM CLOSE,41,23,17.89,1.29,2,0.036,0.238,0.6822,1.06,1.36,4057.8,2139,1224,1207
2025-11-27,BHS01,33_1161_ROSE-GOLD_40,OPEN,40,16,21.33,0.75,4,0.088,0.3368,0.7471,1.81,1.36,4051.46,1803,1226,1208
2025-11-27,SUS01,17_1049_BROWN_41,CLOSE,41,15,28.97,0.52,15,0.2078,0.426,0.7316,3.14,1.63,4050.84,1415,1074,1209
2025-11-27,BES01,21_1077_BLUE-NAVY_37,PREMIUM CLOSE,37,4,22.4,0.18,4,0.1889,0.521,0.873,3.24,0.58,4048.61,931,1910,1210
2025-11-27,AHS01,20_1070_ANTIC-GOLD_44,PREMIUM CLOSE,44,3,28.0,0.11,46,0.3887,0.6221,0.8497,5.39,0.58,4036.68,338,1913,1211
2025-11-27,PUS01,18_1056_GREY_44,GIRLS_OPEN,44,10,22.4,0.45,4,0.057,0.258,0.669,1.29,0.58,4033.47,2076,1914,1212
2025-11-27,BHS01,12_1014_ANTIC-GOLD_40,CLOSE,40,48,28.29,1.7,1,0.01,0.1275,0.5423,0.48,0.81,4021.98,2447,1686,1213
2025-11-27,BES01,16_1042_ANTIC-GOLD_41,OPEN,41,20,32.0,0.62,18,0.2986,0.5389,0.8128,4.31,2.69,4009.48,830,631,1214
2025-11-27,INS01,10_1000_WHITE_44,PREMIUM CLOSE,44,6,24.0,0.25,15,0.2738,0.5176,0.8059,4.01,1.0,4002.56,953,1498,1215
2025-11-27,BES01,28_1126_ROSE-GOLD_39,GIRLS_OPEN,39,37,23.82,1.55,4,0.0829,0.3248,0.7365,1.73,2.68,3993.13,1842,633,1216
2025-11-27,AHS01,14_1028_WHITE_40,OPEN,40,25,18.42,1.36,4,0.0987,0.3607,0.7674,1.97,2.68,3990.72,1719,635,1217
2025-11-27,INS01,16_1042_BLUE-NAVY_38,OPEN,38,9,16.26,0.55,15,0.3382,0.597,0.8596,4.83,2.68,3987.33,465,636,1218
2025-11-27,INS01,13_1021_BROWN_40,OPEN,40,12,22.4,0.54,19,0.353,0.6023,0.8546,4.99,2.67,3984.54,420,638,1219
2025-11-27,MAS01,31_1147_WHITE_42,PREMIUM CLOSE,42,11,26.78,0.41,16,0.2163,0.4342,0.7347,3.24,1.33,3984.1,1382,1239,1220
2025-11-27,BES01,14_1028_ROSE-GOLD_39,OPEN,39,21,35.64,0.59,10,0.3088,0.59,0.8719,4.53,2.67,3979.28,497,640,1221
2025-11-27,KOS01,10_1000_WHITE_39,PREMIUM CLOSE,39,8,32.0,0.25,14,0.271,0.5185,0.8101,3.99,1.0,3978.11,946,1504,1222
2025-11-27,INS01,18_1056_BLACK_44,GIRLS_OPEN,44,5,18.67,0.27,4,0.1086,0.3814,0.7838,2.12,0.57,3974.86,1629,1924,1223
2025-11-27,AHS01,14_1028_NAVY_41,OPEN,41,18,21.91,0.82,6,0.1985,0.4937,0.8396,3.25,2.67,3973.01,1095,643,1224
2025-11-27,PUS01,30_1140_WHITE_40,PREMIUM CLOSE,40,12,21.68,0.55,4,0.0654,0.281,0.6939,1.44,0.8,3970.04,1992,1701,1225
2025-11-27,BHS01,23_1091_BROWN_41,OPEN,41,14,22.4,0.62,13,0.2897,0.5475,0.8339,4.24,2.65,3950.6,770,646,1226
2025-11-27,COS01,31_1147_ANTIC-GOLD_43,PREMIUM CLOSE,43,6,22.4,0.27,20,0.3484,0.5947,0.8479,4.93,1.32,3947.1,478,1248,1227
2025-11-27,COS01,16_1042_ANTIC-GOLD_38,OPEN,38,17,26.44,0.64,25,0.2869,0.5091,0.7755,4.12,2.65,3942.33,1004,648,1228
2025-11-27,BHS01,12_1014_ANTIC-GOLD_44,CLOSE,44,7,21.78,0.32,6,0.1405,0.4008,0.7749,2.46,0.79,3940.19,1524,1704,1229
2025-11-27,HYS01,17_1049_BLACK_39,CLOSE,39,15,20.49,0.73,6,0.1197,0.3626,0.7435,2.16,1.58,3932.58,1710,1088,1230
2025-11-27,SUS01,31_1147_ANTIC-GOLD_38,PREMIUM CLOSE,38,5,14.0,0.36,6,0.2317,0.5401,0.8667,3.68,1.31,3927.42,822,1251,1231
2025-11-27,INS01,13_1021_BROWN_38,OPEN,38,14,31.36,0.45,27,0.4279,0.6742,0.8908,5.9,2.63,3925.08,161,651,1232
2025-11-27,MAS01,33_1161_BLUE-NAVY_42,OPEN,42,8,23.58,0.34,14,0.2616,0.5061,0.801,3.87,1.31,3921.77,1025,1253,1233
2025-11-27,BHS01,25_1105_BLACK_38,PREMIUM OPEN,38,9,16.8,0.54,16,0.3444,0.6007,0.8595,4.9,2.63,3914.69,433,653,1234
2025-11-27,CHS01,23_1091_BROWN_38,OPEN,38,11,19.87,0.55,17,0.3314,0.5822,0.8454,4.73,2.62,3903.32,553,656,1235
2025-11-27,INS01,10_1000_BROWN_39,PREMIUM CLOSE,39,21,31.78,0.66,10,0.0838,0.2433,0.5733,1.48,0.98,3894.27,2121,1524,1236
2025-11-27,KOS01,31_1147_WHITE_41,PREMIUM CLOSE,41,21,22.19,0.95,5,0.0655,0.2616,0.6572,1.38,1.3,3891.59,2062,1257,1237
2025-11-27,AHS01,33_1161_ROSE-GOLD_41,OPEN,41,11,25.67,0.43,6,0.1827,0.4701,0.8246,3.04,1.3,3891.04,1227,1258,1238
2025-11-27,PUS01,14_1028_NAVY_42,OPEN,42,16,21.85,0.73,13,0.2376,0.4788,0.7846,3.57,2.61,3889.94,1176,659,1239
2025-11-27,AHS01,15_1035_GREY_43,PREMIUM OPEN,43,3,16.8,0.18,16,0.5403,0.793,0.9548,7.28,1.3,3888.36,15,1261,1240
2025-11-27,MUS01,21_1077_BLUE-NAVY_44,PREMIUM CLOSE,44,2,18.67,0.11,10,0.3622,0.6495,0.903,5.19,0.56,3888.2,236,1939,1241
2025-11-27,SUS01,33_1161_ROSE-GOLD_37,OPEN,37,5,21.54,0.23,25,0.4034,0.6496,0.8774,5.6,1.3,3887.92,234,1262,1242
2025-11-27,COS01,28_1126_ROSE-GOLD_40,GIRLS_OPEN,40,32,32.0,1.0,14,0.1677,0.3692,0.6835,2.61,2.61,3887.6,1688,660,1243
2025-11-27,BHS01,25_1105_BLACK_39,PREMIUM OPEN,39,23,23.85,0.96,8,0.1645,0.4122,0.7645,2.7,2.61,3884.49,1482,661,1244
2025-11-27,INS01,11_1007_BLACK_39,PREMIUM CLOSE,39,16,32.0,0.5,7,0.0551,0.2057,0.5582,1.11,0.55,3878.46,2224,1942,1245
2025-11-27,KOS01,23_1091_BROWN_39,OPEN,39,18,23.44,0.77,12,0.2228,0.4643,0.7783,3.39,2.6,3875.84,1250,662,1246
2025-11-27,SUS01,17_1049_BROWN_43,CLOSE,43,12,23.17,0.52,13,0.1956,0.4181,0.7346,3.01,1.56,3875.47,1449,1104,1247
2025-11-27,BES01,23_1091_BROWN_39,OPEN,39,14,25.29,0.55,24,0.33,0.5655,0.8214,4.68,2.59,3857.76,642,666,1248
2025-11-27,KOS01,21_1077_MAROON_37,PREMIUM CLOSE,37,7,30.15,0.23,9,0.1428,0.3647,0.7147,2.37,0.55,3844.3,1705,1947,1249
2025-11-27,KOS01,33_1161_BLUE-NAVY_37,OPEN,37,4,22.4,0.18,20,0.5337,0.7821,0.9484,7.2,1.29,3842.98,17,1274,1250
2025-11-27,PUS01,31_1147_MAROON_42,PREMIUM CLOSE,42,18,20.16,0.89,5,0.0693,0.2712,0.6679,1.44,1.28,3839.5,2025,1275,1251
2025-11-27,SUS01,25_1105_MAROON_42,PREMIUM OPEN,42,20,30.27,0.66,23,0.2696,0.4894,0.7625,3.9,2.58,3837.48,1122,668,1252
2025-11-27,BHS01,17_1049_MAROON_40,CLOSE,40,9,29.65,0.3,29,0.3621,0.5985,0.84,5.07,1.54,3833.62,455,1116,1253
2025-11-27,PUS01,17_1049_BLACK_42,CLOSE,42,41,32.8,1.25,10,0.0678,0.2085,0.5267,1.23,1.54,3828.02,2214,1117,1254
2025-11-27,INS01,11_1007_TAN_44,PREMIUM CLOSE,44,5,23.33,0.21,8,0.1533,0.3938,0.7493,2.55,0.55,3818.09,1566,1948,1255
2025-11-27,MAS01,11_1007_BLACK_40,PREMIUM CLOSE,40,14,29.04,0.48,6,0.0538,0.215,0.5848,1.13,0.54,3800.01,2198,1957,1256
2025-11-27,INS01,28_1126_BLUE-NAVY_44,GIRLS_OPEN,44,8,21.33,0.38,28,0.5002,0.746,0.9292,6.78,2.54,3790.89,45,681,1257
2025-11-27,MAS01,21_1077_MAROON_42,PREMIUM CLOSE,42,8,21.33,0.38,4,0.0659,0.2824,0.6953,1.45,0.54,3789.66,1989,1959,1258
2025-11-27,BES01,31_1147_ANTIC-GOLD_39,PREMIUM CLOSE,39,17,30.71,0.55,5,0.1247,0.3908,0.7785,2.29,1.27,3788.43,1583,1284,1259
2025-11-27,AHS01,25_1105_MAROON_43,PREMIUM OPEN,43,15,27.1,0.55,17,0.3204,0.569,0.8365,4.59,2.54,3787.7,624,682,1260
2025-11-27,CHS01,21_1077_BLUE-NAVY_43,PREMIUM CLOSE,43,7,39.2,0.18,15,0.1995,0.4137,0.7205,3.03,0.54,3781.9,1473,1963,1261
2025-11-27,KOS01,27_1119_WHITE_43,CLOSE,43,11,20.53,0.54,6,0.1336,0.3884,0.765,2.36,1.26,3776.35,1596,1288,1262
2025-11-27,CHS01,19_1063_MAROON_38,BOYS CLOSE,38,7,49.0,0.14,24,0.261,0.4759,0.7488,3.78,0.54,3774.73,1195,1964,1263
2025-11-27,HYS01,26_1112_WHITE_44,OPEN,44,13,31.65,0.41,12,0.1433,0.3405,0.6673,2.3,0.95,3773.11,1794,1552,1264
2025-11-27,BHS01,22_1084_NAVY_37,CLOSE,37,4,16.0,0.25,34,0.4392,0.6821,0.8925,6.03,1.51,3754.53,144,1127,1265
2025-11-27,MUS01,30_1140_WHITE_39,PREMIUM CLOSE,39,12,33.6,0.36,11,0.1278,0.3207,0.6542,2.1,0.75,3749.69,1853,1734,1266
2025-11-27,AHS01,13_1021_BROWN_42,OPEN,42,13,22.06,0.59,7,0.2811,0.5876,0.8853,4.26,2.51,3741.93,520,689,1267
2025-11-27,COS01,11_1007_BLACK_41,PREMIUM CLOSE,41,11,29.33,0.38,6,0.0719,0.2609,0.6419,1.43,0.54,3741.37,2066,1967,1268
2025-11-27,AHS01,33_1161_BLUE-NAVY_38,OPEN,38,14,27.03,0.52,6,0.1374,0.3953,0.7706,2.41,1.25,3735.11,1559,1300,1269
2025-11-27,KOS01,28_1126_ROSE-GOLD_43,GIRLS_OPEN,43,11,20.53,0.54,14,0.3246,0.5851,0.8549,4.67,2.5,3729.85,538,692,1270
2025-11-27,SUS01,20_1070_ANTIC-GOLD_43,PREMIUM CLOSE,43,5,23.33,0.21,7,0.1458,0.3942,0.7592,2.48,0.53,3718.72,1565,1972,1271
2025-11-27,PUS01,16_1042_TAN_37,OPEN,37,11,16.65,0.66,10,0.2495,0.5158,0.8264,3.78,2.5,3718.17,962,697,1272
2025-11-27,BES01,33_1161_ROSE-GOLD_44,OPEN,44,5,25.45,0.2,12,0.4584,0.7332,0.9358,6.33,1.24,3717.5,56,1305,1273
2025-11-27,INS01,14_1028_NAVY_42,OPEN,42,14,20.63,0.68,13,0.2457,0.49,0.7931,3.67,2.49,3712.85,1117,700,1274
2025-11-27,MAS01,13_1021_BROWN_41,OPEN,41,11,22.81,0.48,20,0.3672,0.6166,0.8621,5.17,2.49,3711.12,366,701,1275
2025-11-27,COS01,28_1126_TAN_43,GIRLS_OPEN,43,11,21.24,0.52,15,0.3362,0.5946,0.8581,4.81,2.49,3710.62,480,702,1276
2025-11-27,COS01,14_1028_ROSE-GOLD_41,OPEN,41,18,27.24,0.66,16,0.2556,0.4894,0.7809,3.77,2.49,3706.58,1120,703,1277
2025-11-27,SUS01,28_1126_ROSE-GOLD_38,GIRLS_OPEN,38,21,27.35,0.77,17,0.2165,0.4307,0.7276,3.24,2.49,3702.86,1396,704,1278
2025-11-27,KOS01,17_1049_BLACK_38,CLOSE,38,6,28.0,0.21,21,0.5101,0.7603,0.9386,6.91,1.48,3688.85,32,1139,1279
2025-11-27,INS01,25_1105_BROWN_41,PREMIUM OPEN,41,9,14.0,0.64,7,0.2483,0.5468,0.8635,3.85,2.47,3687.02,778,706,1280
2025-11-27,KOS01,16_1042_ANTIC-GOLD_39,OPEN,39,21,21.78,0.96,9,0.1566,0.3881,0.7356,2.56,2.47,3681.13,1597,707,1281
2025-11-27,SUS01,14_1028_WHITE_39,OPEN,39,12,17.23,0.7,8,0.2269,0.5055,0.8318,3.54,2.46,3671.91,1031,711,1282
2025-11-27,SUS01,31_1147_WHITE_43,PREMIUM CLOSE,43,5,23.33,0.21,36,0.415,0.6551,0.8749,5.73,1.23,3670.56,217,1313,1283
2025-11-27,CHS01,27_1119_WHITE_40,CLOSE,40,37,22.77,1.62,2,0.0227,0.1801,0.6071,0.75,1.23,3663.8,2303,1316,1284
2025-11-27,BES01,33_1161_ROSE-GOLD_43,OPEN,43,7,16.33,0.43,3,0.1536,0.4928,0.8679,2.86,1.23,3662.8,1103,1318,1285
2025-11-27,PUS01,28_1126_TAN_44,GIRLS_OPEN,44,5,16.47,0.3,24,0.6103,0.8406,0.969,8.1,2.46,3662.41,4,713,1286
2025-11-27,PUS01,25_1105_BLACK_42,PREMIUM OPEN,42,15,17.87,0.84,8,0.181,0.4383,0.7849,2.93,2.46,3662.27,1364,714,1287
2025-11-27,MAS01,27_1119_WHITE_37,CLOSE,37,3,15.27,0.2,18,0.4519,0.7101,0.9174,6.22,1.22,3653.21,94,1320,1288
2025-11-27,CHS01,28_1126_BLUE-NAVY_41,GIRLS_OPEN,41,27,13.62,1.98,1,0.0391,0.2827,0.7485,1.23,2.44,3642.77,1987,717,1289
2025-11-27,PUS01,22_1084_NAVY_40,CLOSE,40,30,23.33,1.29,5,0.0516,0.224,0.6119,1.14,1.46,3641.76,2176,1150,1290
2025-11-27,MAS01,28_1126_TAN_37,GIRLS_OPEN,37,5,12.17,0.41,12,0.4264,0.7031,0.9229,5.95,2.44,3638.92,106,719,1291
2025-11-27,HYS01,14_1028_WHITE_43,OPEN,43,14,21.78,0.64,14,0.2563,0.4991,0.7958,3.8,2.44,3637.32,1061,720,1292
2025-11-27,PUS01,11_1007_TAN_42,PREMIUM CLOSE,42,13,19.16,0.68,1,0.0197,0.1911,0.6446,0.77,0.52,3629.28,2264,1988,1293
2025-11-27,BES01,13_1021_WHITE_40,OPEN,40,24,24.0,1.0,5,0.1349,0.4096,0.7927,2.43,2.43,3627.74,1490,723,1294
2025-11-27,COS01,17_1049_BROWN_41,CLOSE,41,26,27.47,0.95,7,0.0817,0.2695,0.6385,1.54,1.46,3626.71,2034,1154,1295
2025-11-27,CHS01,19_1063_MAROON_39,BOYS CLOSE,39,13,21.41,0.61,2,0.0269,0.1997,0.6345,0.85,0.52,3620.64,2237,1990,1296
2025-11-27,MUS01,24_1098_WHITE_41,OPEN,41,20,27.32,0.73,6,0.0602,0.2319,0.6069,1.24,0.91,3611.16,2159,1589,1297
2025-11-27,SUS01,16_1042_BLUE-NAVY_39,OPEN,39,13,20.8,0.62,15,0.2632,0.5036,0.7954,3.87,2.42,3608.12,1039,729,1298
2025-11-27,HYS01,25_1105_BLACK_39,PREMIUM OPEN,39,20,18.36,1.09,5,0.1201,0.382,0.7716,2.22,2.42,3605.81,1625,730,1299
2025-11-27,AHS01,28_1126_TAN_44,GIRLS_OPEN,44,11,22.81,0.48,30,0.3581,0.5928,0.8352,5.02,2.42,3604.78,488,731,1300
2025-11-27,KOS01,30_1140_WHITE_43,PREMIUM CLOSE,43,4,14.93,0.27,3,0.1419,0.4724,0.8566,2.7,0.72,3602.55,1214,1762,1301
2025-11-27,PUS01,11_1007_BLACK_38,PREMIUM CLOSE,38,9,36.0,0.25,11,0.1244,0.3145,0.6475,2.05,0.51,3590.25,1879,1995,1302
2025-11-27,BES01,24_1098_WHITE_37,OPEN,37,5,28.0,0.18,8,0.3458,0.649,0.91,5.03,0.9,3583.9,240,1596,1303
2025-11-27,HYS01,16_1042_TAN_43,OPEN,43,13,25.1,0.52,28,0.328,0.558,0.8109,4.64,2.4,3579.05,693,736,1304
2025-11-27,INS01,18_1056_BLACK_43,GIRLS_OPEN,43,13,19.16,0.68,1,0.0193,0.1888,0.6414,0.75,0.51,3577.66,2276,1997,1305
2025-11-27,INS01,12_1014_ROSE-GOLD_44,CLOSE,44,9,33.6,0.27,13,0.1712,0.3804,0.7001,2.67,0.72,3573.62,1636,1766,1306
2025-11-27,AHS01,32_1154_MAROON_44,CLOSE,44,4,37.33,0.11,39,0.3388,0.5637,0.8074,4.76,0.51,3562.51,655,2000,1307
2025-11-27,BES01,28_1126_ROSE-GOLD_43,GIRLS_OPEN,43,16,30.9,0.52,12,0.318,0.5874,0.8627,4.61,2.39,3560.84,525,740,1308
2025-11-27,BHS01,23_1091_BLACK_39,OPEN,39,22,30.05,0.73,18,0.2188,0.4306,0.7239,3.26,2.38,3553.43,1399,741,1309
2025-11-27,MUS01,24_1098_MAROON_37,OPEN,37,6,30.55,0.2,21,0.3169,0.5545,0.8179,4.52,0.89,3543.61,721,1603,1310
2025-11-27,BHS01,25_1105_BROWN_40,PREMIUM OPEN,40,16,25.6,0.62,12,0.2546,0.5079,0.8108,3.8,2.38,3542.67,1016,743,1311
2025-11-27,INS01,20_1070_ANTIC-GOLD_44,PREMIUM CLOSE,44,3,18.67,0.16,6,0.1905,0.4819,0.8322,3.14,0.5,3528.31,1164,2004,1312
2025-11-27,SUS01,18_1056_ANTIC-GOLD_41,GIRLS_OPEN,41,16,25.6,0.62,2,0.0249,0.1907,0.6222,0.81,0.5,3527.39,2267,2006,1313
2025-11-27,HYS01,13_1021_BROWN_43,OPEN,43,11,22.0,0.5,20,0.3322,0.5754,0.8347,4.72,2.36,3518.66,585,747,1314
2025-11-27,AHS01,31_1147_MAROON_38,PREMIUM CLOSE,38,8,26.35,0.3,8,0.2521,0.5392,0.8527,3.86,1.17,3507.44,829,1358,1315
2025-11-27,SUS01,23_1091_BROWN_41,OPEN,41,11,17.11,0.64,9,0.2385,0.5103,0.8285,3.66,2.35,3505.24,997,750,1316
2025-11-27,PUS01,23_1091_BROWN_39,OPEN,39,15,22.11,0.68,12,0.2282,0.4719,0.7842,3.46,2.35,3497.17,1218,751,1317
2025-11-27,PUS01,28_1126_ROSE-GOLD_37,GIRLS_OPEN,37,10,21.54,0.46,17,0.3569,0.612,0.8644,5.05,2.35,3496.0,380,752,1318
2025-11-27,MUS01,25_1105_BROWN_38,PREMIUM OPEN,38,25,28.57,0.88,16,0.1744,0.3707,0.6747,2.68,2.34,3489.09,1683,753,1319
2025-11-27,BHS01,14_1028_WHITE_41,OPEN,41,18,27.24,0.66,13,0.2358,0.4764,0.7828,3.54,2.34,3487.92,1192,755,1320
2025-11-27,AHS01,25_1105_BLACK_38,PREMIUM OPEN,38,17,23.22,0.73,7,0.1982,0.4776,0.821,3.2,2.34,3487.73,1183,756,1321
2025-11-27,SUS01,11_1007_BLACK_39,PREMIUM CLOSE,39,12,24.89,0.48,4,0.0427,0.215,0.6168,1.03,0.5,3484.37,2197,2013,1322
2025-11-27,INS01,16_1042_ANTIC-GOLD_41,OPEN,41,22,22.4,0.98,9,0.1432,0.3654,0.7153,2.37,2.33,3475.05,1702,759,1323
2025-11-27,PUS01,28_1126_ROSE-GOLD_39,GIRLS_OPEN,39,26,26.47,0.98,11,0.1469,0.3538,0.6879,2.37,2.33,3473.65,1745,760,1324
2025-11-27,BHS01,28_1126_BLUE-NAVY_43,GIRLS_OPEN,43,11,22.0,0.5,19,0.3269,0.5713,0.8337,4.66,2.33,3472.21,611,761,1325
2025-11-27,INS01,14_1028_ROSE-GOLD_41,OPEN,41,22,26.78,0.82,12,0.1818,0.4034,0.7274,2.84,2.33,3471.98,1513,762,1326
2025-11-27,KOS01,16_1042_BLUE-NAVY_42,OPEN,42,10,21.54,0.46,15,0.3522,0.613,0.8694,5.01,2.33,3465.43,377,763,1327
2025-11-27,MUS01,17_1049_MAROON_41,CLOSE,41,31,30.46,1.02,7,0.0707,0.2443,0.6087,1.37,1.39,3460.04,2119,1198,1328
2025-11-27,INS01,31_1147_ANTIC-GOLD_37,PREMIUM CLOSE,37,8,24.89,0.32,15,0.2416,0.4744,0.7726,3.59,1.15,3451.88,1201,1375,1329
2025-11-27,MAS01,30_1140_WHITE_42,PREMIUM CLOSE,42,3,18.67,0.16,9,0.2882,0.574,0.8674,4.3,0.69,3444.61,594,1792,1330
2025-11-27,HYS01,13_1021_WHITE_40,OPEN,40,38,22.4,1.7,6,0.0678,0.2511,0.6304,1.36,2.31,3442.32,2095,766,1331
2025-11-27,KOS01,17_1049_BLACK_42,CLOSE,42,6,21.0,0.29,13,0.3369,0.604,0.8693,4.84,1.38,3442.04,414,1209,1332
2025-11-27,MAS01,21_1077_BLUE-NAVY_39,PREMIUM CLOSE,39,4,32.0,0.12,14,0.2672,0.5135,0.8064,3.94,0.49,3441.09,979,2020,1333
2025-11-27,CHS01,25_1105_BROWN_39,PREMIUM OPEN,39,17,19.43,0.88,7,0.1568,0.413,0.7743,2.64,2.31,3438.51,1478,767,1334
2025-11-27,KOS01,17_1049_BROWN_38,CLOSE,38,10,16.97,0.59,5,0.1284,0.3977,0.7839,2.34,1.38,3437.14,1548,1210,1335
2025-11-27,KOS01,13_1021_WHITE_41,OPEN,41,13,19.16,0.68,9,0.2185,0.4828,0.8098,3.4,2.31,3436.2,1156,770,1336
2025-11-27,AHS01,14_1028_NAVY_43,OPEN,43,17,24.41,0.7,8,0.2095,0.4809,0.8155,3.31,2.3,3434.19,1169,771,1337
2025-11-27,INS01,13_1021_BROWN_41,OPEN,41,9,26.53,0.34,24,0.5002,0.7485,0.9319,6.79,2.3,3432.52,41,773,1338
2025-11-27,HYS01,30_1140_WHITE_38,PREMIUM CLOSE,38,9,21.91,0.41,5,0.0838,0.3058,0.704,1.67,0.69,3424.39,1908,1797,1339
2025-11-27,SUS01,17_1049_MAROON_44,CLOSE,44,9,21.91,0.41,13,0.2206,0.4549,0.7657,3.34,1.37,3417.09,1287,1215,1340
2025-11-27,BES01,11_1007_TAN_41,PREMIUM CLOSE,41,14,18.67,0.75,0,0.0125,0.1754,0.6464,0.65,0.49,3413.68,2328,2024,1341
2025-11-27,BHS01,16_1042_TAN_39,OPEN,39,15,21.54,0.7,9,0.2097,0.4701,0.8008,3.28,2.29,3404.93,1226,778,1342
2025-11-27,MAS01,25_1105_BROWN_40,PREMIUM OPEN,40,12,22.4,0.54,15,0.2933,0.5426,0.8238,4.26,2.28,3403.62,807,779,1343
2025-11-27,MUS01,23_1091_BLACK_42,OPEN,42,11,19.87,0.55,13,0.2806,0.536,0.8262,4.13,2.28,3402.79,849,780,1344
2025-11-27,BHS01,21_1077_BLUE-NAVY_37,PREMIUM CLOSE,37,4,37.33,0.11,23,0.3177,0.5519,0.8126,4.52,0.48,3387.63,740,2029,1345
2025-11-27,BHS01,33_1161_ROSE-GOLD_39,OPEN,39,13,24.27,0.54,6,0.1166,0.3568,0.7384,2.11,1.13,3384.61,1734,1395,1346
2025-11-27,HYS01,14_1028_ROSE-GOLD_40,OPEN,40,17,25.73,0.66,11,0.2243,0.4733,0.7907,3.43,2.26,3372.63,1209,782,1347
2025-11-27,BES01,23_1091_BROWN_37,OPEN,37,7,20.63,0.34,13,0.4872,0.7553,0.9432,6.67,2.26,3369.93,36,783,1348
2025-11-27,SUS01,16_1042_BLUE-NAVY_38,OPEN,38,8,19.48,0.41,25,0.3955,0.6408,0.8719,5.5,2.26,3367.04,267,785,1349
